,id,body,author,author_id,fav_count,created_at,updated_at,cleaned_body
0,152315046,"ya bu <a class=""b"" href=""/?q=%c3%b6zg%c3%bcr+demirta%c5%9f"">özgür demirtaş</a> vari yapay zeka bizi yönetsin vibe'inda hiç değilim (bu arada yapay zeka uzmanıyım), ama keşke yapay zeka vb. herkese vatan-millet için bir katkı puanı atasa da, masaya koyup öyle konuşsak.<br><br>42 yaşındayım, 20 yaşımdan beri çalışıyorum, bunun ötesinde kendimi bildim bileli doğduğum büyüdüğüm yeri, sokağımı mahallemi, ülkemi hep daha yaşanılabilir bir yer yapmak için çalıştım. ama sırf kürt sorunu silahsiz çözülsün dediğim için muhtemelen bir takım sinan savunucuları tarafından vatan haini ilan edilebilirim. <br><br>hangi metrikle ölçülürse ölçülsün, gerek sinan, gerekse destekçilerinin büyük çoğunluğunun çok ötesinde maddi ve itibar katkım vardır ülkeye (cv'se cv, doktoraysa doktora). ama işte 2. tura kalırsa oturup bakanlık pazarlığı yaparız diyen adam vatansever olurken, medeniyetin uzak ara gerisinde bir iktidar ilk turda değişsin diyenler neredeyse vatan haini olabiliyor.",zin,492447,4,13.05.2023 19:58,,"ya bu özgür demirtaş vari yapay zeka bizi yönetsin vibe'inda hiç değilim (bu arada yapay zeka uzmanıyım), ama keşke yapay zeka vb. herkese vatan-millet için bir katkı puanı atasa da, masaya koyup öyle konuşsak.42 yaşındayım, 20 yaşımdan beri çalışıyorum, bunun ötesinde kendimi bildim bileli doğduğum büyüdüğüm yeri, sokağımı mahallemi, ülkemi hep daha yaşanılabilir bir yer yapmak için çalıştım. ama sırf kürt sorunu silahsiz çözülsün dediğim için muhtemelen bir takım sinan savunucuları tarafından vatan haini ilan edilebilirim. hangi metrikle ölçülürse ölçülsün, gerek sinan, gerekse destekçilerinin büyük çoğunluğunun çok ötesinde maddi ve itibar katkım vardır ülkeye (cv'se cv, doktoraysa doktora). ama işte 2. tura kalırsa oturup bakanlık pazarlığı yaparız diyen adam vatansever olurken, medeniyetin uzak ara gerisinde bir iktidar ilk turda değişsin diyenler neredeyse vatan haini olabiliyor."
1,152315219,"adam “cehennemin kapılarını kapatacağız. her şey çok güzel olacak” dedi. daha ne desin artık?<br><br>edit: sinan oğan destekçisi kardeşlerim favoriye ekliyor. en büyük dileğim, şu cehennem kapılarını beraber kapatalım, oğan da mhp'nin başına geçsin. farklı parti başkanlarının birbirine düşman olmadığı, aynı masada oturup tartışabildikleri günler geri gelsin. <br><br>#ilkturdabitirelim<br><br>edit2: ne kadar da iyimsermişim. bu da tarihin karanlık sayfalarında yerini aldı. soylu&bahçeli karışımı bir şey olur, tüküre tüküre küfürler edip herkese terörist diye bağırır artık.",linus,33828,20,13.05.2023 20:03,22.05.2023 17:51,"adam “cehennemin kapılarını kapatacağız. her şey çok güzel olacak” dedi. daha ne desin artık?edit: sinan oğan destekçisi kardeşlerim favoriye ekliyor. en büyük dileğim, şu cehennem kapılarını beraber kapatalım, oğan da mhp'nin başına geçsin. farklı parti başkanlarının birbirine düşman olmadığı, aynı masada oturup tartışabildikleri günler geri gelsin. #ilkturdabitirelimedit2: ne kadar da iyimsermişim. bu da tarihin karanlık sayfalarında yerini aldı. soylu&bahçeli karışımı bir şey olur, tüküre tüküre küfürler edip herkese terörist diye bağırır artık."
2,152315355,"pazarlık <a rel=""nofollow noopener"" class=""url"" target=""_blank"" href=""https://twitter.com/etkilihaber/status/1657294140726562816"" title=""https://twitter.com/etkilihaber/status/1657294140726562816"">videosunun</a> sonunda ""yolumuza bakacağız"" dediği yerde yüzüne iyi bakın, gayet açık bir kibir belli oluyor. <br><br>aynı kibir davutoğlu ve babacan'da da var. aynı kumaş, tat, doku, renk, koku... <br><br>türkiye'de bütün sağcılar aslında tek bir partidir. sağ partisi...",yatan marx,2222454,1,13.05.2023 20:07,,"pazarlık videosunun sonunda ""yolumuza bakacağız"" dediği yerde yüzüne iyi bakın, gayet açık bir kibir belli oluyor. aynı kibir davutoğlu ve babacan'da da var. aynı kumaş, tat, doku, renk, koku... türkiye'de bütün sağcılar aslında tek bir partidir. sağ partisi..."
3,152315699,söylediklerini öğrendiğimde hayal kırıklığına uğradım resmen. biz seni böyle tanımamoştkk.<br>seçim yaklaştıkça herkes asıl yüzünü gösteriyor. bu işi ilk turda bitirmeliyiz.,bjklikiz61,2377583,1,13.05.2023 20:16,,söylediklerini öğrendiğimde hayal kırıklığına uğradım resmen. biz seni böyle tanımamoştkk.seçim yaklaştıkça herkes asıl yüzünü gösteriyor. bu işi ilk turda bitirmeliyiz.
4,152316342,"bu seçimi ilk turda kazanmak isteyen mansuru aday gösterirdi,<br>parmak boyası, yabancı seçmenler ve yıllardır delik deşik edilen seçim kanunlarına tepki gösterirdi. <br>varsa yoksa vatanseverlere saldırıyorsunuz akpye seçimi vermek için çalışanlar varsa onlar da sizlersiniz.",kenjataimu,1472291,24,13.05.2023 20:33,13.05.2023 20:33,"bu seçimi ilk turda kazanmak isteyen mansuru aday gösterirdi,parmak boyası, yabancı seçmenler ve yıllardır delik deşik edilen seçim kanunlarına tepki gösterirdi. varsa yoksa vatanseverlere saldırıyorsunuz akpye seçimi vermek için çalışanlar varsa onlar da sizlersiniz."
5,152317047,"ekrem imamoğlu ve mansur yavaş aday olsalar sinan oğan’a oy vermezdik diyen insanlara bir şey hatırlatmak istiyorum.<br><br>imamoğlu ve yavaş 2019 yerel seçimi boyunca sürekli pkk’lılarla işbirliği yapma iftirasına uğradılar. sürekli belediyeler pkklılarla dolacak, faturaları pkklılar okuyacak deniyordu. böyle bir şey oldu mu peki? hayır.<br><br>bu seçimde de ikisinden biri aday olsa gene aynı şekilde muhalefet terörist propagandası dönecekti. iktidarın muhalefeti şeytanlaştırmak dışında halka vaat ettiği hiçbir şey yok. ülkeye 10 milyon ne idüğü belirsiz sapık mülteciyi dolduranlar vatansever buna karşı çıkanlar terörist oldu. o yüzden tercihinize bir şey demek istemiyorum son gün ama bunu hatırlatmak istedim. iktidar ne yaparsa helal muhalefet ne yaparsa haram. bu isimlerden bağımsız.<br><br>millet ittifakının adayı sinan oğan olsaydı ona da ne iftiralar atılacaktı bir düşünün. yılların ülkücüsü mansur’a yaptıkları gibi aynı şekilde benzer iftiraları oğan için de atacaklardı.",gddr5,1506927,5,13.05.2023 20:50,13.05.2023 20:52,"ekrem imamoğlu ve mansur yavaş aday olsalar sinan oğan’a oy vermezdik diyen insanlara bir şey hatırlatmak istiyorum.imamoğlu ve yavaş 2019 yerel seçimi boyunca sürekli pkk’lılarla işbirliği yapma iftirasına uğradılar. sürekli belediyeler pkklılarla dolacak, faturaları pkklılar okuyacak deniyordu. böyle bir şey oldu mu peki? hayır.bu seçimde de ikisinden biri aday olsa gene aynı şekilde muhalefet terörist propagandası dönecekti. iktidarın muhalefeti şeytanlaştırmak dışında halka vaat ettiği hiçbir şey yok. ülkeye 10 milyon ne idüğü belirsiz sapık mülteciyi dolduranlar vatansever buna karşı çıkanlar terörist oldu. o yüzden tercihinize bir şey demek istemiyorum son gün ama bunu hatırlatmak istedim. iktidar ne yaparsa helal muhalefet ne yaparsa haram. bu isimlerden bağımsız.millet ittifakının adayı sinan oğan olsaydı ona da ne iftiralar atılacaktı bir düşünün. yılların ülkücüsü mansur’a yaptıkları gibi aynı şekilde benzer iftiraları oğan için de atacaklardı."
6,152317226,"14 mayıs gecesi sonuçlar;<br><br>erdoğan %45,5<br>kilicdar %47<br>ogan %5,5<br>diğer %2<br><br>ikinci turda sinan ogan kimi işaret ederse o başkan olur. başkanı belirleyecek tek güç kendisinde olacak. <br><br>sinan ogan hiçbir bakanlık talep etmez, sessiz kalırsa %5 nasıl hareket eder? bence sinan ogan seçmenleri arasında cumhur ittifakına yakın seçmen sayısı daha fazla olduğu için ikinci tur seçim %49,5-50,5 şeklinde sonuçlanır. kimin kazanacağı belli olmamakla birlikte ben ve benim gibi düşünenler kılıçdaroğlu'na verir oyunu. diğerleri ya boş oy atar, ya da çoğunluk erdoğan'a atar. <br><br>ama isterim ki millet ittifakı iyi bakanlıklar teklif etsin ki ben de oyumu kılıçdaroğlu'na içim kan ağlayarak değil, sesimizi meclise, iktidara , yönetime taşıdığı için gönül rahatlığıyla vereyim.",globalwarning,2066265,3,13.05.2023 20:54,,"14 mayıs gecesi sonuçlar;erdoğan %45,5kilicdar %47ogan %5,5diğer %2ikinci turda sinan ogan kimi işaret ederse o başkan olur. başkanı belirleyecek tek güç kendisinde olacak. sinan ogan hiçbir bakanlık talep etmez, sessiz kalırsa %5 nasıl hareket eder? bence sinan ogan seçmenleri arasında cumhur ittifakına yakın seçmen sayısı daha fazla olduğu için ikinci tur seçim %49,5-50,5 şeklinde sonuçlanır. kimin kazanacağı belli olmamakla birlikte ben ve benim gibi düşünenler kılıçdaroğlu'na verir oyunu. diğerleri ya boş oy atar, ya da çoğunluk erdoğan'a atar. ama isterim ki millet ittifakı iyi bakanlıklar teklif etsin ki ben de oyumu kılıçdaroğlu'na içim kan ağlayarak değil, sesimizi meclise, iktidara , yönetime taşıdığı için gönül rahatlığıyla vereyim."
7,152317320,"denklemimside dağı taşı ihtiva eder ve benim için geçerlidir.<br><br>denklemimsi: ... ... s..ti..ğime dağa taşa s...rim<br><br>en azından gözümün içine baka baka dalga geçmiyor, bu bana yeter.",holysh1t,1505941,0,13.05.2023 20:57,,"denklemimside dağı taşı ihtiva eder ve benim için geçerlidir.denklemimsi: ... ... s..ti..ğime dağa taşa s...rimen azından gözümün içine baka baka dalga geçmiyor, bu bana yeter."
8,152318044,"tayyip abi'ye gidip ""bende 1-2 puan var, bakanlıklar ve cumhurbaşkanı yardımcısı olmak istiyorum."" derse kabul edebilir. tayyip abi 1-2 puana hayır demez, ""şu x şu y bakanı olacak, bu cumhurbaşkanı yardımcısı olacak"" da demedi.<br><br>bay kemal'e hiç gitmesin giderse ""ben 5+2 cumhurbaşkanı yardımcısı dağıttım 6+2 yapamayacağım yok artık ebesinin yetmedi bakanlıklar dağıttım yetmedi partimden 77 kontejyan dağıttım. beni bir rahat bırakın"" cevabını alması muhtemel.<br><br>çok geç olmadan şu 1-2 saatte tayyip abi'ye gitsin yoksa ucundan belki koparabileceği avantayı tayyip abi seçilirse alabilir.<br><br>satılık cumhurbaşkanı adayı. tam aradığımız türk tipi cumhurbaşkanı adayı. seçimin sürpriz olmayan sonucu kendisinin babaları alacak olması. hangi bakanlığı istiyorsa söylesin aramızda üç beş ne toplarsak.<br><br>birde kendisi tayyip abi ve bay kemal'e ""bu akşam gelin bir kahve içelim, türkiye gerginlik ortamından kurtulsun. "" demiş. kimseden yanıt gelmemiş. bu oğan'ın daha kahve teklifini kabul etmiyorlar kendisi gelin güvey oluyor bakanlık cumhurbaşkanlığı yardımcısında masada müzakere yapacağını falan söylüyor. ülkü adlı oluşumdan çıkma bu veteran vatan millet sakarya oluşumunun da son saniye ney karşılığında satılık olduğunu bir kez daha görüldü. işte türkiye siyaseti böyle leş, böyle rezil bir siyaset.",bruderdeniz,1801136,2,13.05.2023 21:14,13.05.2023 21:17,"tayyip abi'ye gidip ""bende 1-2 puan var, bakanlıklar ve cumhurbaşkanı yardımcısı olmak istiyorum."" derse kabul edebilir. tayyip abi 1-2 puana hayır demez, ""şu x şu y bakanı olacak, bu cumhurbaşkanı yardımcısı olacak"" da demedi.bay kemal'e hiç gitmesin giderse ""ben 5+2 cumhurbaşkanı yardımcısı dağıttım 6+2 yapamayacağım yok artık ebesinin yetmedi bakanlıklar dağıttım yetmedi partimden 77 kontejyan dağıttım. beni bir rahat bırakın"" cevabını alması muhtemel.çok geç olmadan şu 1-2 saatte tayyip abi'ye gitsin yoksa ucundan belki koparabileceği avantayı tayyip abi seçilirse alabilir.satılık cumhurbaşkanı adayı. tam aradığımız türk tipi cumhurbaşkanı adayı. seçimin sürpriz olmayan sonucu kendisinin babaları alacak olması. hangi bakanlığı istiyorsa söylesin aramızda üç beş ne toplarsak.birde kendisi tayyip abi ve bay kemal'e ""bu akşam gelin bir kahve içelim, türkiye gerginlik ortamından kurtulsun. "" demiş. kimseden yanıt gelmemiş. bu oğan'ın daha kahve teklifini kabul etmiyorlar kendisi gelin güvey oluyor bakanlık cumhurbaşkanlığı yardımcısında masada müzakere yapacağını falan söylüyor. ülkü adlı oluşumdan çıkma bu veteran vatan millet sakarya oluşumunun da son saniye ney karşılığında satılık olduğunu bir kez daha görüldü. işte türkiye siyaseti böyle leş, böyle rezil bir siyaset."
9,152318167,buna vereceğiniz oylar tayyip'le yapacağı pazarlığın sermayesi olacak. <br>ne olduğu ortaya çıktı.,terlikli hayvan,1305066,8,13.05.2023 21:18,,buna vereceğiniz oylar tayyip'le yapacağı pazarlığın sermayesi olacak. ne olduğu ortaya çıktı.
10,152313315,"her şey çok güzel olacak dedi. tarafını belli etti, umarım sonradan karar değiştirmez ve pirom da el uzatırsa bu kötülüğü topluca def edebiliriz. <br><br><a rel=""nofollow noopener"" class=""url"" target=""_blank"" href=""https://twitter.com/ajans_muhbir/status/1657412990952435712"" title=""https://twitter.com/ajans_muhbir/status/1657412990952435712"">https://twitter.com/…bir/status/1657412990952435712</a>",invasion,1311801,0,13.05.2023 19:14,13.05.2023 19:18,"her şey çok güzel olacak dedi. tarafını belli etti, umarım sonradan karar değiştirmez ve pirom da el uzatırsa bu kötülüğü topluca def edebiliriz. https://twitter.com/…bir/status/1657412990952435712"
11,152313337,ekşi sözlük ahalisi sevmiyorsa demek ki iyi bir insandır lakin size bize şu an çok fazla geldiği için gerekli değeri görmemektedir.bunu şuraya yazıyorum bir gün çok güzel yerlerde ve çok kıymetli pozisyonda olacaktır.,fatihtok,1763831,2,13.05.2023 19:15,,ekşi sözlük ahalisi sevmiyorsa demek ki iyi bir insandır lakin size bize şu an çok fazla geldiği için gerekli değeri görmemektedir.bunu şuraya yazıyorum bir gün çok güzel yerlerde ve çok kıymetli pozisyonda olacaktır.
12,152313353,"kendisine başlarda ideallerine bağlılığı sebebiyle saygım vardı ama yani şu seçimde mevcut yönetimi göndermek için mantıklı hamleleri yapmak yerine kendi çıkarı için bakanlık pazarlığı falan yapacağız diyen, bu sebeple uygun şartlarda erdoğan’ı bile destekleme potansiyeli olan adama 5 yıl sonra da güvenilmez ki. hiç konuşmasa en azından 5 yıl sonra oy potansiyeli büyüktü. senin derdinin, önceliklerinin ülkenin karanlıktan bir an evvel kurtulması olmadığı açığa çıktı sayın oğan. <br><br>büyük bir hayal kırıklığı.",camiye atla girdiler,2861628,4,13.05.2023 19:15,,"kendisine başlarda ideallerine bağlılığı sebebiyle saygım vardı ama yani şu seçimde mevcut yönetimi göndermek için mantıklı hamleleri yapmak yerine kendi çıkarı için bakanlık pazarlığı falan yapacağız diyen, bu sebeple uygun şartlarda erdoğan’ı bile destekleme potansiyeli olan adama 5 yıl sonra da güvenilmez ki. hiç konuşmasa en azından 5 yıl sonra oy potansiyeli büyüktü. senin derdinin, önceliklerinin ülkenin karanlıktan bir an evvel kurtulması olmadığı açığa çıktı sayın oğan. büyük bir hayal kırıklığı."
13,152313518,"laf etmeyin diye söylenirken bile insanlara küfür eden tiplerin desteklediği siyasetçi. muhalefete laf etmiyormuş, iftira atmıyor diye laf etmemiş mi oluyor?<br><br>lan lafa atatürk sömürüsü ile başlıyorsunuz. 30 milyon seçmene atatürk düşmanı muamelesi yapıyorsunuz ki bundan daha büyük bir hakareti erdoğan yapmadı, çapulcu dedi adam siz atatürk düşmanı diyorsunuz be amına koduklarım ne efendiliğinden bahsediyorsunuz? daha geçen sene oğan'ın adını bilmeyen seçmenlerden oluşan max %5'e atatürkçü diyerek memleketin kurucusunun seveni sadece %5'miş gibi atatürk'ü de aşağılıyorsun, zaten muhalefetin kazanmaması için çabalıyorsun. lan 30 milyon seçmene dinsiz diyen adamdan ne farkın var senin?!!",oci,228964,5,13.05.2023 19:20,13.05.2023 19:23,"laf etmeyin diye söylenirken bile insanlara küfür eden tiplerin desteklediği siyasetçi. muhalefete laf etmiyormuş, iftira atmıyor diye laf etmemiş mi oluyor?lan lafa atatürk sömürüsü ile başlıyorsunuz. 30 milyon seçmene atatürk düşmanı muamelesi yapıyorsunuz ki bundan daha büyük bir hakareti erdoğan yapmadı, çapulcu dedi adam siz atatürk düşmanı diyorsunuz be amına koduklarım ne efendiliğinden bahsediyorsunuz? daha geçen sene oğan'ın adını bilmeyen seçmenlerden oluşan max %5'e atatürkçü diyerek memleketin kurucusunun seveni sadece %5'miş gibi atatürk'ü de aşağılıyorsun, zaten muhalefetin kazanmaması için çabalıyorsun. lan 30 milyon seçmene dinsiz diyen adamdan ne farkın var senin?!!"
14,152313719,"çıkarına, çorbasına bakan klasik sağcıdır.<br><br>geçiniz.",neyoklan,1252593,7,13.05.2023 19:25,,"çıkarına, çorbasına bakan klasik sağcıdır.geçiniz."
15,152313995,"sabahtan beri kufredip ogan'a oy verecekleri uzaklastiran arkadaslar yapmayin artik. ben de istemiyorum arkadaslarin ogan'a vermesini ama onlara tatli dille yakinlasmaya calisin kufurle degil. yoksa kılıçdaroğlu'nun istedigi demokrasinin, taslari yamuk dizilecek.",firstly be human,1609909,0,13.05.2023 19:32,,"sabahtan beri kufredip ogan'a oy verecekleri uzaklastiran arkadaslar yapmayin artik. ben de istemiyorum arkadaslarin ogan'a vermesini ama onlara tatli dille yakinlasmaya calisin kufurle degil. yoksa kılıçdaroğlu'nun istedigi demokrasinin, taslari yamuk dizilecek."
16,152314039,"klasik sağcılar öpsün sizi, siz bu kafayla daha çok öpülürsünüz klasik solcular.",dumensizkaptan,1977274,0,13.05.2023 19:33,,"klasik sağcılar öpsün sizi, siz bu kafayla daha çok öpülürsünüz klasik solcular."
17,152314258,"beş sene sonranın devlet bahçelisi olacak, türkiye’nin sırtındaki kamburlardan biri. önümüzdeki dönemlerde akp ve mhp oylarının yarısını alacaktır.",donmesemkalsamanilarda,1705898,1,13.05.2023 19:38,,"beş sene sonranın devlet bahçelisi olacak, türkiye’nin sırtındaki kamburlardan biri. önümüzdeki dönemlerde akp ve mhp oylarının yarısını alacaktır."
18,152314422,"insanlara sakin olun sinan oğana ve destekçilerine kızmayın diyorsunuz da. 21 yıllık iktidarın değişmesine ramak kalmış. istisnasız cumhuriyet tarihinin en önemli seçimi. tam bir ölüm kalım meselesi.<br><br>biraz gergin olmaları normal değil mi.<br><br>an itibariyle sinan oğan da"" cehennemin kapılarını kapatacağız. her şey çok güzel olacak."" mesajı geldi. herkes değişim bekliyor. değişimin karşısında duran kaybedecek maalesef.<br><br><a rel=""nofollow noopener"" class=""url"" target=""_blank"" href=""https://twitter.com/"">https://twitter.com/</a>…?t=il9gvr23rvu6veewyplncg&s=19<br><br>sadece bu seçimlik, her şeyi bir kenara bırakalım ve kılıçdaroğluna oy verip erdoğan'ın yenilgisine katkı sunalım.",ailenizin bombacisi mulayim,1758983,5,13.05.2023 19:43,,"insanlara sakin olun sinan oğana ve destekçilerine kızmayın diyorsunuz da. 21 yıllık iktidarın değişmesine ramak kalmış. istisnasız cumhuriyet tarihinin en önemli seçimi. tam bir ölüm kalım meselesi.biraz gergin olmaları normal değil mi.an itibariyle sinan oğan da"" cehennemin kapılarını kapatacağız. her şey çok güzel olacak."" mesajı geldi. herkes değişim bekliyor. değişimin karşısında duran kaybedecek maalesef.https://twitter.com/…?t=il9gvr23rvu6veewyplncg&s=19sadece bu seçimlik, her şeyi bir kenara bırakalım ve kılıçdaroğluna oy verip erdoğan'ın yenilgisine katkı sunalım."
19,152314734,"""her şey daha güzel olacak"" açıklamasıyla gönüllere su serpmiş kurt bakışlım <3",birazfasistbirazkomunist,1260004,5,13.05.2023 19:51,,"""her şey daha güzel olacak"" açıklamasıyla gönüllere su serpmiş kurt bakışlım <3"
20,152312001,taleplerini şahsi çıkarları için değil türk milletinin çıkarları için pazarlık yapacağını söylemiş liderdir. kendisine akp'li diyenler akp'lileri mecliste nasıl dövdüğünü bilmezler.,darkperson,1615216,5,13.05.2023 18:43,,taleplerini şahsi çıkarları için değil türk milletinin çıkarları için pazarlık yapacağını söylemiş liderdir. kendisine akp'li diyenler akp'lileri mecliste nasıl dövdüğünü bilmezler.
21,152312276,"<a class=""b"" href=""/?q=14+may%c4%b1s+2023+cumhurba%c5%9fkanl%c4%b1%c4%9f%c4%b1+se%c3%a7imleri"">14 mayıs 2023 cumhurbaşkanlığı seçimleri</a>nde oy vereceğim adaydır.<br><br>genel seçimde tercihim ise;<br><br>(bkz: <a class=""b"" href=""/entry/152312172"">14 mayıs 2023 genel seçimleri/#152312172</a>)<br><br>genel değerlendirmelerim;<br><br>(bkz: <a class=""b"" href=""/?q=14+may%c4%b1s+2023+genel+se%c3%a7imleri%2f%40safagi+sokmeyen+cocuk"">14 mayıs 2023 genel seçimleri/@safagi sokmeyen cocuk</a>)",safagi sokmeyen cocuk,1201283,0,13.05.2023 18:50,,14 mayıs 2023 cumhurbaşkanlığı seçimlerinde oy vereceğim adaydır.genel seçimde tercihim ise;(bkz: 14 mayıs 2023 genel seçimleri/#152312172)genel değerlendirmelerim;(bkz: 14 mayıs 2023 genel seçimleri/@safagi sokmeyen cocuk)
22,152312577,"tek derdi koltuk kapmak diyenler koltuk kapmadan nasıl güç elde edecek, vaatlerini nasıl gerçekleştirecek onu da bir açıklasalar keşke. şu an bütün kavga büyük koltuk için değilmiş gibi saçma sapan yorumlar yapılıyor.",sleepwriter,636317,6,13.05.2023 18:57,,"tek derdi koltuk kapmak diyenler koltuk kapmadan nasıl güç elde edecek, vaatlerini nasıl gerçekleştirecek onu da bir açıklasalar keşke. şu an bütün kavga büyük koltuk için değilmiş gibi saçma sapan yorumlar yapılıyor."
23,152312712,"<a class=""b"" href=""/?q=%c3%bcnsal+%c3%bcnl%c3%bc"">ünsal ünlü</a> yaptığı yayında <a rel=""nofollow noopener"" class=""url"" target=""_blank"" href=""https://youtu.be/1GpM4DtN9ZE"" title=""https://youtu.be/1GpM4DtN9ZE"">içinden geçmiştir.</a>",def,32074,1,13.05.2023 19:01,,ünsal ünlü yaptığı yayında içinden geçmiştir.
24,152312796,"beyni sulanmış ortadoğulular hala saldırıyor. size müstehak pazartesi günü ağlamak. kusura bakmayın kardeşim, ince'ye saldırdınız. yapmayın etmeyin dedik, şimdi oğan'a, yine yapmayın etmeyin.... siz bilirsiniz dostlar.<br><br>aklı başında chp seçmeni, içinizdeki bu salyalı çomalar seçimi kaybettirecek gibi malesef. olmuyor, anlamıyor, öğrenmiyorlar.",amanedenikimaldi,1636370,18,13.05.2023 19:02,,"beyni sulanmış ortadoğulular hala saldırıyor. size müstehak pazartesi günü ağlamak. kusura bakmayın kardeşim, ince'ye saldırdınız. yapmayın etmeyin dedik, şimdi oğan'a, yine yapmayın etmeyin.... siz bilirsiniz dostlar.aklı başında chp seçmeni, içinizdeki bu salyalı çomalar seçimi kaybettirecek gibi malesef. olmuyor, anlamıyor, öğrenmiyorlar."
25,152313074,kendisinin oy tabanı varmış pardon ne??? oy tabanı zannettiği kişiler siyasetten bir gıdım anlamayan milliyetçilik palavralarıyla gaza gelen ergenlerden başkası değil....... bu seçim kişi seçme seçimi değil maalesef ki herkes istediğinden kılıçdaroğluna vermiyor lütfen şımarıklıklarınızı bırakın ve herkesin iyiliğini düşünün kimse sizin vicdanınız anlık rahatlayacak diye soğanı 30tlden almak zorunda değil<br>edit: içiniz rahatlamıştır umarım omurgasızlar,aquilyra,2795483,0,13.05.2023 19:09,03.07.2023 00:45,kendisinin oy tabanı varmış pardon ne??? oy tabanı zannettiği kişiler siyasetten bir gıdım anlamayan milliyetçilik palavralarıyla gaza gelen ergenlerden başkası değil....... bu seçim kişi seçme seçimi değil maalesef ki herkes istediğinden kılıçdaroğluna vermiyor lütfen şımarıklıklarınızı bırakın ve herkesin iyiliğini düşünün kimse sizin vicdanınız anlık rahatlayacak diye soğanı 30tlden almak zorunda değiledit: içiniz rahatlamıştır umarım omurgasızlar
26,152313118,"tiktok'u da ele geçirdiğine göre kitleselleşti demektir. <br><br><a rel=""nofollow noopener"" class=""url"" target=""_blank"" href=""https://twitter.com/cerrah_pasal1/status/1657400246903644170"" title=""https://twitter.com/cerrah_pasal1/status/1657400246903644170"">https://twitter.com/…al1/status/1657400246903644170</a>",kenjataimu,1472291,0,13.05.2023 19:10,,tiktok'u da ele geçirdiğine göre kitleselleşti demektir. https://twitter.com/…al1/status/1657400246903644170
27,152313248,"kalan yaşamının sonuna dek türkçülüğün ve turancılığın doğu perinçek'i olarak anılmak istemiyorsa...<br><br>kendisine bu gece yarısına kadar, halaskargazi'nin ruhunun yeryüzündeki gölgesi, adının birincisi, şahin terbiyecisi, şirk boku böceği ezicisi, milli cephenin sigortası, meral ana'ya itaat etmeye davet ediyoruz..<br><br>gece yarısından sonra atlar fareye, arabalar balkabağına dönüşecek...<br><br>ve şunu bilsin ki, her masal mutlu sonla bitmez!!!<br><br>daha önce hakkında girdiğim, övgü ve eleştiri içeren girileri silmeyeceğim...<br><br>gaflet vesikam olarak duracak",anadolu yolunda rolls royce,1083251,1,13.05.2023 19:13,13.05.2023 21:53,"kalan yaşamının sonuna dek türkçülüğün ve turancılığın doğu perinçek'i olarak anılmak istemiyorsa...kendisine bu gece yarısına kadar, halaskargazi'nin ruhunun yeryüzündeki gölgesi, adının birincisi, şahin terbiyecisi, şirk boku böceği ezicisi, milli cephenin sigortası, meral ana'ya itaat etmeye davet ediyoruz..gece yarısından sonra atlar fareye, arabalar balkabağına dönüşecek...ve şunu bilsin ki, her masal mutlu sonla bitmez!!!daha önce hakkında girdiğim, övgü ve eleştiri içeren girileri silmeyeceğim...gaflet vesikam olarak duracak"
28,152313265,giderayak kendi ayağına sıkmasa iyiydi.<br>vatansever değil de milliyetçi olduğunu anlamış olduk böylece<br>adamın tek derdi bu krizi fırsata çevirmekmiş.<br>.,ilbey,1409633,0,13.05.2023 19:13,13.05.2023 20:06,giderayak kendi ayağına sıkmasa iyiydi.vatansever değil de milliyetçi olduğunu anlamış olduk böyleceadamın tek derdi bu krizi fırsata çevirmekmiş..
29,152313292,"(bkz: <a class=""b"" href=""/?q=koltu%c4%9funun+kuma%c5%9f%c4%b1na+%c3%b6l%c3%bcr%c3%bcm+t%c3%bcrkiyem"">koltuğunun kumaşına ölürüm türkiyem</a>)",othersideofthedark,2277369,0,13.05.2023 19:14,,(bkz: koltuğunun kumaşına ölürüm türkiyem)
30,152311332,"tatlı su ülkücüsü, sözde milliyetçi, oynak vatansever. <br><br>ikinci tura kalamayacağı seçim periyodunun ilk dakikasından belliyken aday olup ne kadar koltuk sevdalısı olduğunu göstermişti. destek açıklaması için bile koltuk talep ettiğini görünce iyice soğudum kendisinden.<br><br>bu seçim türkiye'nin tarihte gördüğü en önemli seçimken ucuz hesapları yüzünden siyaset arenasından silinecektir. muharrem ince gibi.<br><br>yazık.",nasil olacak bazi seyler,1945632,4,13.05.2023 18:29,,"tatlı su ülkücüsü, sözde milliyetçi, oynak vatansever. ikinci tura kalamayacağı seçim periyodunun ilk dakikasından belliyken aday olup ne kadar koltuk sevdalısı olduğunu göstermişti. destek açıklaması için bile koltuk talep ettiğini görünce iyice soğudum kendisinden.bu seçim türkiye'nin tarihte gördüğü en önemli seçimken ucuz hesapları yüzünden siyaset arenasından silinecektir. muharrem ince gibi.yazık."
